record_id,crosslab_nmc_id
nmc-1906,crosslab-nmc-v2-2018
nmc-1907,crosslab-nmc-v2-2019
nmc-1908,crosslab-nmc-v2-2020
nmc-1909,crosslab-nmc-v2-2021
nmc-1910,crosslab-nmc-v2-2022
nmc-1911,crosslab-nmc-v2-2023
nmc-1912,crosslab-nmc-v2-2024
nmc-1913,crosslab-nmc-v2-2025
nmc-1914,crosslab-nmc-v2-2026
nmc-1915,crosslab-nmc-v2-2027
nmc-1916,crosslab-nmc-v2-2028
nmc-1917,crosslab-nmc-v2-2029
nmc-1918,crosslab-nmc-v2-2030
nmc-1919,crosslab-nmc-v2-2031
nmc-1920,crosslab-nmc-v2-2032
nmc-1921,crosslab-nmc-v2-2033
nmc-1922,crosslab-nmc-v2-2034
nmc-1923,crosslab-nmc-v2-2035
nmc-1924,crosslab-nmc-v2-2036
nmc-1925,crosslab-nmc-v2-2037
nmc-1926,crosslab-nmc-v2-2038
nmc-1927,crosslab-nmc-v2-2039
nmc-1928,crosslab-nmc-v2-2065
nmc-1929,crosslab-nmc-v2-2066
nmc-1930,crosslab-nmc-v2-2067
nmc-1931,crosslab-nmc-v2-2068
nmc-1932,crosslab-nmc-v2-2069
nmc-1933,crosslab-nmc-v2-2070
nmc-1934,crosslab-nmc-v2-2071
nmc-1935,crosslab-nmc-v2-2072
nmc-1936,crosslab-nmc-v2-2073
nmc-1937,crosslab-nmc-v2-2074
nmc-1938,crosslab-nmc-v2-2075
nmc-1939,crosslab-nmc-v2-2076
nmc-1940,crosslab-nmc-v2-2077
nmc-1941,crosslab-nmc-v2-2078
nmc-1942,crosslab-nmc-v2-2079
nmc-1943,crosslab-nmc-v2-2080
nmc-1944,crosslab-nmc-v2-2081
nmc-1945,crosslab-nmc-v2-2082
nmc-1946,crosslab-nmc-v2-2083
nmc-1947,crosslab-nmc-v2-2084
nmc-1948,crosslab-nmc-v2-2085
nmc-1949,crosslab-nmc-v2-2086
nmc-1950,crosslab-nmc-v2-2087
nmc-1951,crosslab-nmc-v2-2088
nmc-1952,crosslab-nmc-v2-2089
nmc-1953,crosslab-nmc-v2-2090
nmc-1954,crosslab-nmc-v2-2091
nmc-1955,crosslab-nmc-v2-2092
nmc-1956,crosslab-nmc-v2-2093
nmc-1957,crosslab-nmc-v2-2094
nmc-1958,crosslab-nmc-v2-2095
nmc-1959,crosslab-nmc-v2-2096
nmc-1960,crosslab-nmc-v2-2097
nmc-1961,crosslab-nmc-v2-2098
nmc-1962,crosslab-nmc-v2-2099
nmc-1963,crosslab-nmc-v2-2100
nmc-1964,crosslab-nmc-v2-2101
nmc-1965,crosslab-nmc-v2-2102
nmc-1966,crosslab-nmc-v2-2103
nmc-1967,crosslab-nmc-v2-2104
nmc-1968,crosslab-nmc-v2-2105
nmc-1969,crosslab-nmc-v2-2106
nmc-1970,crosslab-nmc-v2-2107
nmc-1971,crosslab-nmc-v2-2108
nmc-1972,crosslab-nmc-v2-2109
nmc-1973,crosslab-nmc-v2-2110
nmc-1974,crosslab-nmc-v2-2111
nmc-1975,crosslab-nmc-v2-2112
nmc-1976,crosslab-nmc-v2-2113
nmc-1977,crosslab-nmc-v2-2114
nmc-1978,crosslab-nmc-v2-2115
nmc-1979,crosslab-nmc-v2-2116
nmc-1980,crosslab-nmc-v2-2117
nmc-1981,crosslab-nmc-v2-2118
nmc-1982,crosslab-nmc-v2-2119
nmc-1983,crosslab-nmc-v3-0001
nmc-1984,crosslab-nmc-v3-0002
nmc-1985,crosslab-nmc-v3-0003
nmc-1986,crosslab-nmc-v3-0004
nmc-1987,crosslab-nmc-v3-0005
nmc-1988,crosslab-nmc-v3-0006
nmc-1989,crosslab-nmc-v3-0007
nmc-1990,crosslab-nmc-v3-0008
nmc-1991,crosslab-nmc-v3-0009
