item_id,case_id,row,field,candidate,gd_value,gd_status,claude_status,claude_quote,claude_reason,claude_agrees,gpt_status,gpt_quote,gpt_reason,gpt_agrees
J3-131,v6-B2-03,1,capacity,183.9,183.9,STATED,STATED,"""After 100 cycles, the discharge capacity still reached to 183.9 mAh g−1, that is, 93.2% capacity retention""",value in own sentence,yes,STATED,"After 100 cycles, the discharge capacity still reached to 183.9 mAh g−1",The sentence directly gives 183.9 mAh/g.,yes
J3-132,v6-B2-03,1,material,single-crystal NCM811,single-crystal NCM811,STATED,INFERRED,"""High energy density positive electrode materials-single crystal Nickel-rich LiNi0.8Co0.1Mn0.1O2 (NCM811) powders""",single-crystal material used throughout,yes,CONTRADICTED,nickel-rich LiNi0.8Co0.1Mn0.1O2 (NCM811) positive electrodes,"The paper identifies the material as NCM811, not single-crystal NCM811.",no
J3-133,v6-B2-03,1,modification,(any value — say whether the paper establishes one),not_reported,NOT_REPORTED,NOT_REPORTED,,"no coating, dopant or additive reported",yes,NOT_REPORTED,,"No coating, dopant, or active-material additive is specified for the 183.9 mAh/g measurement.",yes
J3-134,v6-B2-03,1,capacity_type,discharge,discharge,STATED,STATED,"""After 100 cycles, the discharge capacity still reached to 183.9 mAh g−1""",discharge named,yes,STATED,"After 100 cycles, the discharge capacity still reached to 183.9 mAh g−1",The capacity is explicitly discharge capacity.,yes
J3-135,v6-B2-03,1,cycle,100,100,STATED,STATED,"""After 100 cycles, the discharge capacity still reached to 183.9 mAh g−1""",cycle 100,yes,STATED,"After 100 cycles, the discharge capacity still reached to 183.9 mAh g−1",The cycle position is explicitly 100.,yes
J3-136,v6-B2-03,1,c_rate,0.2C,0.2C,STATED,STATED,"""Charge-discharge cycling performances of Li/NCM811 coin-cells assembled with different electrolytes at a cut-off voltage of 2.7–4.8 V and a current density of 0.2 C""",Fig. 6 caption,yes,STATED,Charge-discharge cycling performances of Li/NCM811 coin-cells assembled with different electrolytes at a cut-off voltage of 2.7–4.8 V and a current density of 0.2 C,The 183.9 mAh/g result is the MTFP cell in this 0.2C test.,yes
J3-137,v6-B2-03,1,voltage_window,2.7–4.8 V,2.7–4.8 V,STATED,STATED,"""at a cut-off voltage of 2.7–4.8 V and a current density of 0.2 C""",Fig. 6 caption,yes,STATED,when even charged to 4.8 V as shown in Figure 6,The reported 183.9 mAh/g measurement is from 2.7–4.8V cycling.,yes
J3-138,v6-B2-03,1,cell_type,"half cell, Li metal","half cell, Li metal",STATED,STATED,"""Charge-discharge cycling performances of Li/NCM811 coin-cells assembled with different electrolytes""",Li/NCM811 coin cell,yes,INFERRED,Rate capability of Li/NCM811 coin-cells assembled with different electrolytes,The Li/NCM811 cells use lithium metal as the anode.,yes
J3-139,v6-B2-03,1,temperature,room temperature (no number),room temperature (no number),INFERRED,NOT_REPORTED,,no temperature for the 4.8 V cycling test,no,NOT_REPORTED,,The paper does not establish a room-temperature condition for this 183.9 mAh/g measurement.,no
J3-140,v6-B2-03,1,electrolyte,1 M LiPF6 in MTFP/EMC/FEC 3:6:1 (v/v/v),1 M LiPF6 in MTFP/EMC/FEC 3:6:1 (v/v/v),STATED,INFERRED,"""obtained the electrolytes of 1 M LiPF6 MTFP/EMC/FEC (3:6:1, v/v/v)""",183.9 is the MTFP/EMC/FEC cell,yes,STATED,NCM811 cells with 1 M LiPF6 MTFP/EMC/FEC,The same passage identifies the electrolyte formulation used for the 183.9 mAh/g cycling result.,yes
J4-001,v6-B3-05,1,capacity,158,158,STATED,STATED,"""After 200 cycles under 1C, the modiﬁed electrode of SCNCM/(ALP+BA)-1 has a reversible speciﬁc capacity of 158 mAh g−1""",Value given in its own sentence,yes,STATED,"""After 200 cycles under 1C, the modified electrode of SCNCM/(ALP+BA)-1 has a reversible specific capacity of 158 mAh g−1""",Paper directly reports 158 mAh g−1 for this electrode after 200 cycles.,yes
J4-002,v6-B3-05,1,material,single-crystal NCM811 (SCNCM),single-crystal NCM811 (SCNCM),STATED,STATED,"""the bare single-crystal NCM811 and the two treated ﬁnal samples were designated as SCNCM, SCNCM/(ALP+BA)-1 (10 mg BA)""",Sample name denotes single-crystal NCM811,yes,STATED,"""the modified electrode of SCNCM/(ALP+BA)-1""",The measurement explicitly identifies the sample as modified single-crystal NCM811.,yes
J4-003,v6-B3-05,1,modification,aluminum triphosphate (ALP) + boric acid (BA) coating,aluminum triphosphate (ALP) + boric acid (BA) coating,STATED,STATED,"""we designed a multifunctional composite passivation interface with aluminum triphosphate (ALP) and boric acid (BA)""",(ALP+BA)-1 name defines the coating,yes,STATED,"""a multifunctional composite passivation interface with aluminum triphosphate (ALP) and boric acid (BA)""",Paper explicitly names the ALP+BA composite passivation interface.,yes
J4-004,v6-B3-05,1,capacity_type,discharge (reversible specific capacity),discharge (reversible specific capacity),STATED,INFERRED,"""Long-term cycling capability was compared with 1 C charge and discharge rates""",Reversible capacity in charge/discharge cycling is discharge,yes,STATED,"""has a reversible specific capacity of 158 mAh g−1""","Paper calls the reported value reversible specific capacity, not specifically discharge capacity.",yes
J4-005,v6-B3-05,1,cycle,200,200,STATED,STATED,"""After 200 cycles under 1C""",Cycle index in same sentence,yes,STATED,"""After 200 cycles under 1C""",The measurement is explicitly reported after 200 cycles.,yes
J4-006,v6-B3-05,1,c_rate,1C,1C,STATED,STATED,"""After 200 cycles under 1C""",Rate in same sentence,yes,STATED,"""After 200 cycles under 1C""",The cycling rate is explicitly 1C.,yes
J4-007,v6-B3-05,1,voltage_window,2.8–4.5 V,2.8–4.5 V,STATED,STATED,"""the cycling graph of the SCNCM, SCNCM/(ALP+BA)-1 ... samples at the current of 1 C in the voltage range of (b) 2.8−4.5 V at 25 ◦C""",Figure 5b caption/label for this cycling,yes,STATED,"""the cycling graph ... at the current of 1 C in the voltage range of (b) 2.8−4.5 V""",Figure caption directly specifies 2.8–4.5 V for the 1C cycling measurement.,yes
J4-008,v6-B3-05,1,cell_type,"half cell, Li foil","half cell, Li foil",INFERRED,INFERRED,"""tested in CR2032 coin-type cells ... while lithium foil was used as the counter electrode""",Methods cover all cathode coin half-cells,yes,STATED,"""lithium foil was used as the counter electrode""",Methods explicitly state lithium foil as counter electrode in CR2032 cells.,yes
J4-009,v6-B3-05,1,temperature,25 °C,25 °C,STATED,STATED,"""1 C 2.8-4.5 V  25 ℃""",Figure 5b label; text says room temperature,yes,NOT_REPORTED,,"Paper states room temperature for this test, not a numerical 25 °C value.",no
J4-010,v6-B3-05,1,electrolyte,1 M LiPF6 in EC/EMC/DMC 1:1:1 (wt),1 M LiPF6 in EC/EMC/DMC 1:1:1 (wt),INFERRED,INFERRED,"""dissolving 1 mol L−1 LiPF6 in a ternary solvent of ethylene carbonate (EC), ethyl methyl carbonate (EMC), and dimethyl carbonate (DMC) at a weight ratio of 1:1:1""",Single electrolyte used for all cells,yes,STATED,"""dissolving 1 mol L−1 LiPF6 in a ternary solvent of ethylene carbonate (EC), ethyl methyl carbonate (EMC), and dimethyl carbonate (DMC) at a weight ratio of 1:1:1""",Methods explicitly give the electrolyte composition.,yes
J4-011,v6-B2-11,1,capacity,~100,~100,STATED,STATED,"""with the material stabilizing at ~100 mAh g−1 by the 100th cycle""",Value given in own sentence,yes,STATED,"""the material stabilizing at ~100 mAh g−1 by the 100th cycle""",Paper directly reports approximately 100 mAh g−1 for the 0.2 M material.,yes
J4-012,v6-B2-11,1,material,NMC811 (0.2 M metal-concentration synthesis),NMC811 (0.2 M metal-concentration synthesis),STATED,STATED,"""The NMC811 produced at a metal concentration of 0.2 M exhibited the highest initial speciﬁc capacity""",Sample identified in same passage,yes,STATED,"""The NMC811 produced at a metal concentration of 0.2 M""",The paper directly identifies the sample and its 0.2 M synthesis condition.,yes
J4-013,v6-B2-11,1,modification,none,none,STATED,INFERRED,"""NMC-based electrodes were fabricated dissolving NMC, SuperP, PVDF (80:10:10) powders""",Bare coprecipitated NMC811; no coating or dopant applied,yes,NOT_REPORTED,,"The synthesis conditions are reported, but no explicit “none” modification designation is given.",no
J4-014,v6-B2-11,1,capacity_type,discharge,not_reported,NOT_REPORTED,NOT_REPORTED,,"Text and Fig. 8 say ""specific capacity"", no charge/discharge label",yes,NOT_REPORTED,,"The reported value is called specific capacity, without identifying it as discharge capacity.",yes
J4-015,v6-B2-11,1,cycle,100,100,STATED,STATED,"""by the 100th cycle""",Cycle index in same sentence,yes,STATED,"""by the 100th cycle""",The paper explicitly specifies the 100th cycle.,yes
J4-016,v6-B2-11,1,c_rate,C/3 (after one C/10 activation cycle),C/3 (after one C/10 activation cycle),INFERRED,STATED,"""(a,b) Galvanostatic charge/discharge curves at C/3 ... 1) activation cycle at C/10 ... 2) the rest of the cycles at C/3""",Figure caption plus methods protocol,yes,INFERRED,"""the rest of the cycles at C/3 with same voltage cut off""",The 100th-cycle measurement falls within the stated post-activation C/3 cycling protocol.,yes
J4-017,v6-B2-11,1,voltage_window,3.0–4.5 V,3.0–4.5 V,INFERRED,STATED,"""All tests were performed between 4.5 and 3.0 V.""",Figure 8 caption covers this panel,yes,INFERRED,"""the rest of the cycles at C/3 with same voltage cut off""",Methods define the cycling cutoff as 4.5–3.0 V for these tests.,yes
J4-018,v6-B2-11,1,cell_type,"half cell, Li metal","half cell, Li metal",INFERRED,INFERRED,"""tested in coin-cell configuration using 12 mm diameter lithium metal as counter electrode""",Methods cover all NMC electrodes,yes,STATED,"""12 mm diameter lithium metal as counter electrode""",Methods explicitly identify the lithium-metal counter electrode.,yes
J4-019,v6-B2-11,1,temperature,25 °C,25 °C,INFERRED,INFERRED,"""All cycling tests were conducted at 25 ◦C""",Methods statement covers every cycling test,yes,STATED,"""All cycling tests were conducted at 25 ◦C""",The methods explicitly state 25 °C for all cycling tests.,yes
J4-020,v6-B2-11,1,electrolyte,"1 M LiPF6 in EC:DMC 1:1 (v/v), LP30","1 M LiPF6 in EC:DMC 1:1 (v/v), LP30",INFERRED,INFERRED,"""150 μl of 1M LiPF6 in EC:DMC 1:1(v:v), LP30, of electrolyte solution""",Single electrolyte for all coin cells,yes,STATED,"""150 μl of 1M LiPF6 in EC:DMC 1:1(v:v), LP30""",Methods explicitly give the LP30 electrolyte composition.,yes
J4-021,v6-B4-04,1,capacity,172.9,172.9,STATED,STATED,"""speciﬁc capacities of 211.2, 202.9, 187.8, 172.9, and 157.7 mAh g−1 are achieved at 0.1, 0.2, 0.5, 1 C and 2 C rates""",Value listed in own sentence,yes,STATED,"""172.9 mAh g−1""",The paper explicitly reports 172.9 mAh g−1 at 1C.,yes
J4-022,v6-B4-04,1,material,NCM811,NCM811,STATED,STATED,"""for the Li",Cathode named in same sentence,yes,STATED,"""Li",The measurement explicitly identifies the NCM811 sample.,yes
J4-023,v6-B4-04,1,modification,none,none,STATED,INFERRED,"""LiNi0.8Co0.1Mn0.1O2 (NCM811), aluminum foil ... were supplied from Kejing Star Technology Corp.""",Commercial NCM811 used as received; electrolyte is the modification,yes,NOT_REPORTED,,The measurement uses NCM811 with G-P3 AR electrolyte; no cathode modification is explicitly stated.,no
J4-024,v6-B4-04,1,capacity_type,discharge,not_reported,NOT_REPORTED,NOT_REPORTED,,"Rate data called ""specific capacities"" only; no charge/discharge designation",yes,NOT_REPORTED,,"The rate-performance sentence says specific capacity, without assigning 172.9 mAh g−1 specifically to discharge.",yes
J4-025,v6-B4-04,1,cycle,1,not_reported,NOT_REPORTED,NOT_REPORTED,,No cycle index given for rate-test points,yes,NOT_REPORTED,,The rate-performance sentence does not specify a cycle number for the 172.9 mAh g−1 value.,yes
J4-026,v6-B4-04,1,c_rate,1C,1C,STATED,STATED,"""172.9, and 157.7 mAh g−1 are achieved at 0.1, 0.2, 0.5, 1 C and 2 C rates""",172.9 is the 1 C entry,yes,STATED,"""172.9, and 157.7 mAh g−1 are achieved at 0.1, 0.2, 0.5, 1 C and 2 C""",The paper explicitly pairs 172.9 mAh g−1 with 1C.,yes
J4-027,v6-B4-04,1,voltage_window,cutoff 4.3 V (lower cutoff not given),cutoff 4.3 V (lower cutoff not given),INFERRED,STATED,"""LMBs with NCM811 cathodes were assembled and evaluated at 25 °C with a cutoff volt-age of 4.3 V""",Cutoff stated; no lower limit given,yes,STATED,"""evaluated at 25 °C with a cutoff voltage of 4.3 V""",The measurement explicitly uses a 4.3 V upper cutoff; lower cutoff is not specified.,yes
J4-028,v6-B4-04,1,cell_type,"half cell, Li metal","half cell, Li metal",STATED,STATED,"""for the Li",Li-metal cell notation with Li foil anode,yes,STATED,"""Li",The cell notation explicitly identifies Li metal paired with NCM811.,yes
J4-029,v6-B4-04,1,temperature,25 °C,25 °C,INFERRED,STATED,"""evaluated at 25 °C with a cutoff voltage of 4.3 V""",Temperature stated for these NCM811 cells,yes,STATED,"""evaluated at 25 °C""",The paper explicitly gives 25 °C for the NCM811 LMB rate test.,yes
J4-030,v6-B4-04,1,electrolyte,in-situ polymerised gel polymer electrolyte G-P3 AR (liquid: 2 M LiTFSI + 0.2 M LiDFOB in EC:DMC 3:7),in-situ polymerised gel polymer electrolyte G-P3 AR (liquid: 2 M LiTFSI + 0.2 M LiDFOB in EC:DMC 3:7),STATED,STATED,"""Liquid electrolyte (LE) was prepared by dissolving 2 M LiTFSI and 0.2 M LiDFOB in a mixture of EC and DMC with a volume ratio of 3:7""",Cell name gives G-P3 AR; methods give composition,yes,INFERRED,"""Liquid electrolyte (LE) was prepared by dissolving 2 M LiTFSI and 0.2 M LiDFOB in a mixture of EC and DMC""","G-P3 AR is prepared in this LE, fixing the stated liquid-electrolyte composition.",yes
J4-031,v6-B3-12,1,capacity,~100 mAh/g,not_reported,NOT_REPORTED,NOT_REPORTED,,Only ~69% retention reported; no mAh/g value,yes,NOT_REPORTED,,"The paper reports about 69% retention, not an absolute capacity of ~100 mAh g−1.",yes
J4-032,v6-B3-12,1,material,NMC811,NMC811,STATED,STATED,"""whereas the NMC811 pristine battery had a 69% capacity retention""",Material named for this measurement,yes,STATED,"""pristine NMC811""",The measurement explicitly identifies the pristine NMC811 control battery.,yes
J4-033,v6-B3-12,1,modification,none (pristine),none (pristine),STATED,STATED,"""Pristine represents the control NMC811 battery where no rGO was added""",Figure 5 caption defines pristine,yes,STATED,"""pristine NMC811 cathode with no added rGO""",The paper explicitly states no rGO was added to the pristine control.,yes
J4-034,v6-B3-12,1,capacity_type,retention only,retention only,STATED,STATED,"""The pristine NMC811 battery has ∼69% capacity retention ... after 88 cycles""","Paper gives retention, not a capacity value",yes,STATED,"""∼69% capacity retention""",The paper reports retention rather than an absolute capacity value.,yes
J4-035,v6-B3-12,1,cycle,88,88,STATED,STATED,"""after 88 cycles at a C-rate of 2C""",Cycle count in same sentence,yes,STATED,"""after 88 cycles""",The paper explicitly specifies 88 cycles.,yes
J4-036,v6-B3-12,1,c_rate,2C,2C,STATED,STATED,"""after 88 cycles at a C-rate of 2C""",Rate in same sentence,yes,STATED,"""after 88 cycles at a C-rate of 2C""",The measurement is explicitly at 2C.,yes
J4-037,v6-B3-12,1,voltage_window,2.5–4.5 V,2.5–4.5 V,STATED,STATED,"""after 88 cycles over the voltage window of 2.5 V–4.5 V at 2C""",Figure 4 caption gives window,yes,STATED,"""over the voltage window of 2.5 V–4.5 V at 2C""",The paper explicitly states the 2.5–4.5 V window.,yes
J4-038,v6-B3-12,1,cell_type,"half cell, Li metal","half cell, Li metal",INFERRED,INFERRED,"""Pure metallic lithium metal chips ... were used as the anode for the half-cell batteries""",CR2032 coin half cells throughout,yes,STATED,"""Pure metallic lithium metal chips ... were used as the anode for the half-cell batteries""",Methods explicitly identify the half-cell and Li-metal anode.,yes
J4-039,v6-B3-12,1,temperature,ambient temperature (no number),ambient temperature (no number),INFERRED,INFERRED,"""All measurements were taken at ambient temperature.""",Methods statement covers every measurement,yes,STATED,"""All measurements were taken at ambient temperature.""","Ambient temperature is explicitly stated, with no numerical value.",yes
J4-040,v6-B3-12,1,electrolyte,1 M LiPF6 in EC/EMC 3:7 (v/v),1 M LiPF6 in EC/EMC 3:7 (v/v),INFERRED,INFERRED,"""1M LiPF6 in 3:7 ethylene carbonate (EC)/ethyl methyl carbonate (EMC) (3:7 v/v) electrolyte""",Single electrolyte used in all assemblies,yes,STATED,"""1M LiPF6 in 3:7 ethylene carbonate (EC)/ethyl methyl carbonate (EMC) (3:7 v/v) electrolyte""",Methods explicitly give the electrolyte composition.,yes
J4-041,v6-B3-12,2,capacity,~120 mAh/g,not_reported,NOT_REPORTED,NOT_REPORTED,,Only ~85% retention reported; no mAh/g value,yes,NOT_REPORTED,,"The paper reports about 85% retention after 88 cycles, not an absolute ~120 mAh g−1 capacity.",yes
J4-042,v6-B3-12,2,material,NMC811,NMC811,STATED,STATED,"""the modiﬁed rGO/NMC811 battery retained about 85% of its capacity after 88 cycles""",NMC811 is the active material,yes,STATED,"""rGO/NMC811 batteries""",The measurement explicitly identifies the NMC811 cathode material.,yes
J4-043,v6-B3-12,2,modification,5 wt% reduced graphene oxide (rGO),5 wt% reduced graphene oxide (rGO),STATED,STATED,"""An additive amount of 5wt% rGO was used in the rGO/NMC811 battery.""",Figure 4 caption states additive level,yes,STATED,"""rGO/NMC811 batteries with 5wt% rGO""",The paper explicitly specifies 5 wt% rGO.,yes
J4-044,v6-B3-12,2,capacity_type,retention only,retention only,STATED,STATED,"""the rGO modiﬁed battery has ∼85% capacity retention after 88 cycles""","Paper gives retention, not a capacity value",yes,STATED,"""∼85% capacity retention""","The measurement reports capacity retention, not absolute capacity.",yes
J4-045,v6-B3-12,2,cycle,88,88,STATED,STATED,"""after 88 cycles at a C-rate of 2C""",Cycle count in same sentence,yes,STATED,"""after 88 cycles""",The paper explicitly specifies 88 cycles.,yes
J4-046,v6-B3-12,2,c_rate,2C,2C,STATED,STATED,"""after 88 cycles at a C-rate of 2C""",Rate in same sentence,yes,STATED,"""after 88 cycles at a C-rate of 2C""",The cycling measurement is explicitly at 2C.,yes
J4-047,v6-B3-12,2,voltage_window,2.5–4.5 V,2.5–4.5 V,STATED,STATED,"""∼85% capacity retention after 88 cycles over the voltage window of 2.5 V–4.5 V at 2C""",Figure 4 caption gives window,yes,STATED,"""over the voltage window of 2.5 V–4.5 V at 2C""",The paper explicitly states the voltage window.,yes
J4-048,v6-B3-12,2,cell_type,"half cell, Li metal","half cell, Li metal",INFERRED,INFERRED,"""lithium metal chips ... were used as the anode for the half-cell batteries""",CR2032 coin half cells throughout,yes,STATED,"""Pure metallic lithium metal chips ... were used as the anode for the half-cell batteries""",Methods explicitly specify half-cells with Li metal.,yes
J4-049,v6-B3-12,2,temperature,ambient temperature (no number),ambient temperature (no number),INFERRED,INFERRED,"""All measurements were taken at ambient temperature.""",Methods statement covers every measurement,yes,STATED,"""All measurements were taken at ambient temperature.""",Ambient temperature is explicitly reported without a numerical temperature.,yes
J4-050,v6-B3-12,2,electrolyte,1 M LiPF6 in EC/EMC 3:7 (v/v),1 M LiPF6 in EC/EMC 3:7 (v/v),INFERRED,INFERRED,"""1M LiPF6 in 3:7 ethylene carbonate (EC)/ethyl methyl carbonate (EMC) (3:7 v/v) electrolyte""",Single electrolyte used in all assemblies,yes,STATED,"""1M LiPF6 in 3:7 ethylene carbonate (EC)/ethyl methyl carbonate (EMC) (3:7 v/v) electrolyte""",Methods explicitly give the electrolyte.,yes
J4-051,v6-B4-03,1,capacity,156.38,156.38,STATED,STATED,"""TABLE 2: Initial capacity of samples (mAh/g) in various C-rates. ... Pristine NMC811 ... 156.38""",Table row/column entry,yes,STATED,"""Pristine NMC811 ... 156.38""",Table 2 directly reports 156.38 mAh/g for pristine NMC811 at 2C.,yes
J4-052,v6-B4-03,1,material,NMC811 (pristine),NMC811 (pristine),STATED,STATED,"""Pristine NMC811 214.08 202.47 186.72 175.31 156.38 84%""",Row label identifies sample,yes,STATED,"""Pristine NMC811""",The table explicitly labels the sample as pristine NMC811.,yes
J4-053,v6-B4-03,1,modification,none (pristine),none (pristine),STATED,STATED,"""Pristine NMC811""","Row label states pristine, uncoated",yes,STATED,"""Pristine NMC811""",“Pristine” explicitly establishes no modification for this sample.,yes
J4-054,v6-B4-03,1,capacity_type,discharge,not_reported,NOT_REPORTED,NOT_REPORTED,,"Table says ""Initial capacity""; no charge/discharge designation",yes,NOT_REPORTED,,"Table 2 labels these as initial capacities, not specifically discharge capacities.",yes
J4-055,v6-B4-03,1,cycle,initial at that rate (rate test),initial at that rate (rate test),STATED,STATED,"""TABLE 2: Initial capacity of samples (mAh/g) in various C-rates.""",Table title gives initial-at-rate position,yes,STATED,"""TABLE 2: Initial capacity of samples (mAh/g) in various C-rates.""",The measurement is explicitly initial capacity at the stated rate.,yes
J4-056,v6-B4-03,1,c_rate,2C,2C,STATED,STATED,"""0.1 C 0.2 C 0.5 C C 2 C ICE ... 156.38""",Value sits in the 2 C column,yes,STATED,"""2 C""",The table explicitly has a 2C column containing 156.38.,yes
J4-057,v6-B4-03,1,voltage_window,2.8–4.3 V,2.8–4.3 V,INFERRED,STATED,"""the rate capability of both samples was studied at C-rates of 0.1, 0.2, 0.5, 1, and 2C within the voltage range from 2.8 to 4.3 V at 28°C""",Rate-test conditions stated,yes,INFERRED,"""rate performance ... at C-rates of 0.1, 0.2, 0.5, 1, and 2C within the voltage range from 2.8 to 4.3 V at 28°C""",This method applies to the table's rate-capability measurements.,yes
J4-058,v6-B4-03,1,cell_type,"half cell, Li metal","half cell, Li metal",INFERRED,INFERRED,"""To assemble the LIB half-cells, the fabricated cathode electrodes were paired with lithium metal foil as the anode""",Methods cover all half cells,yes,STATED,"""To assemble the LIB half-cells ... paired with lithium metal foil as the anode.""",Methods explicitly identify half-cells and lithium-metal foil.,yes
J4-059,v6-B4-03,1,temperature,28 °C,28 °C,INFERRED,STATED,"""within the voltage range from 2.8 to 4.3 V at 28°C (Figure 8b)""",Temperature stated for the rate test,yes,STATED,"""at 28°C""",The rate-performance measurements are explicitly reported at 28 °C.,yes
J4-060,v6-B4-03,1,electrolyte,1 M LiPF6 in EC/EMC/DEC 2:2:1 (wt) + 10 wt% FEC,1 M LiPF6 in EC/EMC/DEC 2:2:1 (wt) + 10 wt% FEC,INFERRED,INFERRED,"""1M solution of lithium hexaﬂuorophosphate (LiPF6) dissolved in ... (EC), (EMC), and (DEC) in a 2:2:1 weight ratio, with 10 wt% ﬂuoroethylene carbonate (FEC)""",Single electrolyte for all cells,yes,STATED,"""1M solution of lithium hexaﬂuorophosphate (LiPF6) ... EC, EMC, and DEC in a 2:2:1 weight ratio, with 10 wt% ... FEC""",Methods explicitly give the electrolyte.,yes
J4-061,v6-B4-03,2,capacity,152.84,152.84,STATED,STATED,"""NMC811@cPAN 227.27 208.38 190.06 173.96 152.84 92.3%""",Table row/column entry,yes,STATED,"""NMC811@cPAN ... 152.84""",Table 2 directly reports 152.84 mAh/g for NMC811@cPAN at 2C.,yes
J4-062,v6-B4-03,2,material,NMC811@cPAN,NMC811@cPAN,STATED,STATED,"""NMC811@cPAN""",Row label identifies sample,yes,STATED,"""NMC811@cPAN""",The table explicitly identifies the sample.,yes
J4-063,v6-B4-03,2,modification,PAN-derived carbon coating,PAN-derived carbon coating,STATED,STATED,"""the effectiveness of the PAN-derived carbon coating process""",cPAN is the PAN-derived carbon coating,yes,STATED,"""PAN-derived carbon coating""",The paper explicitly describes the coating as PAN-derived carbon.,yes
J4-064,v6-B4-03,2,capacity_type,discharge,not_reported,NOT_REPORTED,NOT_REPORTED,,"Table says ""Initial capacity""; no charge/discharge designation",yes,NOT_REPORTED,,"Table 2 reports initial capacity, without labeling 152.84 specifically as discharge capacity.",yes
J4-065,v6-B4-03,2,cycle,initial at that rate (rate test),initial at that rate (rate test),STATED,STATED,"""TABLE 2: Initial capacity of samples (mAh/g) in various C-rates.""",Table title gives initial-at-rate position,yes,STATED,"""Initial capacity of samples ... in various C-rates.""",The table explicitly identifies the values as initial capacities.,yes
J4-066,v6-B4-03,2,c_rate,2C,2C,STATED,STATED,"""0.1 C 0.2 C 0.5 C C 2 C ICE ... 152.84""",Value sits in the 2 C column,yes,STATED,"""2 C""",The 2C column contains the 152.84 value.,yes
J4-067,v6-B4-03,2,voltage_window,2.8–4.3 V,2.8–4.3 V,INFERRED,STATED,"""the rate capability of both samples was studied at C-rates of 0.1, 0.2, 0.5, 1, and 2C within the voltage range from 2.8 to 4.3 V at 28°C""",Rate-test conditions stated,yes,INFERRED,"""rate performance ... within the voltage range from 2.8 to 4.3 V at 28°C""",The stated rate-test conditions apply to the table's rate-capability data.,yes
J4-068,v6-B4-03,2,cell_type,"half cell, Li metal","half cell, Li metal",INFERRED,INFERRED,"""To assemble the LIB half-cells, the fabricated cathode electrodes were paired with lithium metal foil as the anode""",Methods cover all half cells,yes,STATED,"""paired with lithium metal foil as the anode""",The cell assembly explicitly uses lithium metal foil in half-cells.,yes
J4-069,v6-B4-03,2,temperature,28 °C,28 °C,INFERRED,STATED,"""within the voltage range from 2.8 to 4.3 V at 28°C (Figure 8b)""",Temperature stated for the rate test,yes,STATED,"""at 28°C""",The rate-performance measurement is explicitly at 28 °C.,yes
J4-070,v6-B4-03,2,electrolyte,1 M LiPF6 in EC/EMC/DEC 2:2:1 (wt) + 10 wt% FEC,1 M LiPF6 in EC/EMC/DEC 2:2:1 (wt) + 10 wt% FEC,INFERRED,INFERRED,"""1M solution of lithium hexaﬂuorophosphate (LiPF6) dissolved in ... (EC), (EMC), and (DEC) in a 2:2:1 weight ratio, with 10 wt% ﬂuoroethylene carbonate (FEC)""",Single electrolyte for all cells,yes,STATED,"""1M solution of lithium hexaﬂuorophosphate (LiPF6) ... EC, EMC, and DEC in a 2:2:1 weight ratio, with 10 wt% ... FEC""",Methods explicitly give this electrolyte.,yes
J4-071,v6-B1-03,1,capacity,117.9,117.9,STATED,STATED,"""Even after 8000 cycles, the discharge capacity of the SPE‐NCM811 cathode still remained at 117.9 mA h g–1""",Value given in own sentence,yes,STATED,"""the discharge capacity of the SPE-NCM811 cathode still remained at 117.9 mA h g–1""",The paper directly reports 117.9 mAh/g after 8000 cycles.,yes
J4-072,v6-B1-03,1,material,NCM811,NCM811,STATED,STATED,"""the discharge capacity of the SPE‐NCM811 cathode""",Cathode is NCM811 (single crystal),yes,STATED,"""SPE-NCM811 cathode""",The measurement explicitly identifies NCM811 as the cathode material.,yes
J4-073,v6-B1-03,1,modification,SPE coating,SPE coating,STATED,STATED,"""we propose a strategy to construct a solid–polymer–electrolyte (SPE) ... layer on NCM811 surface""",Sample name SPE-NCM811 denotes SPE coating,yes,STATED,"""form a solid-polymer-electrolyte (SPE) coating on ... NCM811 (SPE-NCM811)""",The paper explicitly identifies the SPE coating.,yes
J4-074,v6-B1-03,1,capacity_type,discharge,discharge,STATED,STATED,"""the discharge capacity of the SPE‐NCM811 cathode still remained at 117.9 mA h g–1""",Explicitly discharge capacity,yes,STATED,"""the discharge capacity ... remained at 117.9 mA h g–1""",The paper explicitly calls this discharge capacity.,yes
J4-075,v6-B1-03,1,cycle,8000,8000,STATED,STATED,"""Even after 8000 cycles""",Cycle count in same sentence,yes,STATED,"""after 8000 cycles""",The paper explicitly reports the capacity after 8000 cycles.,yes
J4-076,v6-B1-03,1,c_rate,30C,30C,STATED,STATED,"""a remained capacity of 117.9 mA h g–1 after 8000 cycles at 30 C at 60°C""",Rate given in abstract and Figure 4B,yes,STATED,"""at 30 C at 60°C""",The measurement is explicitly at 30C and 60 °C.,yes
J4-077,v6-B1-03,1,voltage_window,2.8–4.3 V vs Li+/Li,not_reported,NOT_REPORTED,NOT_REPORTED,,2.8–4.3 V window given only for the 25 °C tests,yes,STATED,"""2.18–3.68 V (vs. In/LiIn, equally 2.8–4.3 V vs. Li+/Li)""",The paper explicitly states the equivalent 2.8–4.3 V range.,no
