case_id,reference_row,paper,doi,field,value,status,quote_or_reason
v6-B4-04,1,PAPER 01,10.1007/s40820-026-02307-4,electrolyte,in-situ polymerised gel polymer electrolyte G-P3 AR (liquid: 2 M LiTFSI + 0.2 M LiDFOB in EC:DMC 3:7),stated_elsewhere,2.2 Preparation of GPEs Liquid electrolyte (LE) was prepared by dissolving 2 M LiTFSI and 0.2 M LiDFOB in a mixture of EC and DMC with a volume ratio of 3:7.
v6-B3-12,1,PAPER 09,10.3390/ma15062146,capacity,not_reported,not_reported,no capacity after 88 cycles; only '69%' capacity retention
v6-B3-12,1,PAPER 09,10.3390/ma15062146,material,NMC811,stated,the NMC811 pristine battery
v6-B3-12,1,PAPER 09,10.3390/ma15062146,modification,none (pristine),stated,the NMC811 pristine battery
v6-B3-12,1,PAPER 09,10.3390/ma15062146,capacity_type,retention only,stated,capacity retention
v6-B3-12,1,PAPER 09,10.3390/ma15062146,cycle,88,stated,after 88 cycles
v6-B3-12,1,PAPER 09,10.3390/ma15062146,c_rate,2C,stated,at a C-rate of 2C
v6-B3-12,1,PAPER 09,10.3390/ma15062146,voltage_window,2.5–4.5 V,stated,over the voltage window of 2.5–4.5 V vs. Li+/Li
v6-B3-12,1,PAPER 09,10.3390/ma15062146,cell_type,"half cell, Li metal",stated_elsewhere,"Pure metallic lithium metal chips (EQ-Lib-LiC60-300, 16 mm diameter and 0.6 mm thickness, 99.9% pure Li, MTI Corp.) were used as the anode for the half-cell batteries"
v6-B3-12,1,PAPER 09,10.3390/ma15062146,temperature,ambient temperature (no number),stated_elsewhere,All measurements were taken at ambient temperature
v6-B3-12,1,PAPER 09,10.3390/ma15062146,electrolyte,1 M LiPF6 in EC/EMC 3:7 (v/v),stated_elsewhere,"A microporous separator ﬁlm (Celgard 2400, 25 µm thickness) and 1M LiPF6 in 3:7 ethylene carbonate (EC)/ethyl methyl carbonate (EMC) (3:7 v/v) electrolyte (EQ-LBC3015B-LD, MTI Corp.) were used in the battery assembly"
v6-B3-12,2,PAPER 09,10.3390/ma15062146,capacity,not_reported,not_reported,no capacity after 88 cycles; only 'about 85%' capacity retention
v6-B3-12,2,PAPER 09,10.3390/ma15062146,material,NMC811,stated,the modified rGO/NMC811 battery
v6-B3-12,2,PAPER 09,10.3390/ma15062146,modification,5 wt% reduced graphene oxide (rGO),stated,the modified rGO/NMC811 battery
v6-B3-12,2,PAPER 09,10.3390/ma15062146,capacity_type,retention only,stated,capacity retention
v6-B3-12,2,PAPER 09,10.3390/ma15062146,cycle,88,stated,after 88 cycles
v6-B3-12,2,PAPER 09,10.3390/ma15062146,c_rate,2C,stated,at a C-rate of 2C
v6-B3-12,2,PAPER 09,10.3390/ma15062146,voltage_window,2.5–4.5 V,stated,over the voltage window of 2.5–4.5 V vs. Li+/Li
v6-B3-12,2,PAPER 09,10.3390/ma15062146,cell_type,"half cell, Li metal",stated_elsewhere,"Pure metallic lithium metal chips (EQ-Lib-LiC60-300, 16 mm diameter and 0.6 mm thickness, 99.9% pure Li, MTI Corp.) were used as the anode for the half-cell batteries"
v6-B3-12,2,PAPER 09,10.3390/ma15062146,temperature,ambient temperature (no number),stated_elsewhere,All measurements were taken at ambient temperature
v6-B3-12,2,PAPER 09,10.3390/ma15062146,electrolyte,1 M LiPF6 in EC/EMC 3:7 (v/v),stated_elsewhere,"A microporous separator ﬁlm (Celgard 2400, 25 µm thickness) and 1M LiPF6 in 3:7 ethylene carbonate (EC)/ethyl methyl carbonate (EMC) (3:7 v/v) electrolyte (EQ-LBC3015B-LD, MTI Corp.) were used in the battery assembly"
v6-B2-10,1,PAPER 17,10.1039/d5ma00654f,capacity,122,stated,The full cell exhibits an initial charge capacity of 128 mAh g−1 and discharge capacity of 122 mAh g−1 at 0.1C-rate
v6-B2-10,1,PAPER 17,10.1039/d5ma00654f,material,NMC811 (commercial),stated,using NMC811 as the cathode
v6-B2-10,1,PAPER 17,10.1039/d5ma00654f,modification,none named (commercial NMC811),stated,"Notably, the discharge capacity of the TPEHBZ-ThBS CMP anode is either higher or comparable to the previously reported values.48,50,61–64 As the cycling per- formance of the half-cell LIB showed a stable lithium charge storage capacity over 200 cycles, to test the practical viability, a full-cell was fabricated using the TPEHBZ-ThBS CMP anode, and commercial LiNi0.8Mn0.1Co0.1O2 (NMC811) cathode."
v6-B2-10,1,PAPER 17,10.1039/d5ma00654f,capacity_type,discharge,stated,discharge capacity of 122
v6-B2-10,1,PAPER 17,10.1039/d5ma00654f,cycle,1 (initial),stated,initial charge capacity ... and discharge capacity
v6-B2-10,1,PAPER 17,10.1039/d5ma00654f,c_rate,0.1C,stated,at 0.1C-rate
v6-B2-10,1,PAPER 17,10.1039/d5ma00654f,voltage_window,1.5–4.5 V,stated,in a voltage window ranging from 1.5 to 4.5 V
v6-B2-10,1,PAPER 17,10.1039/d5ma00654f,cell_type,"full cell, TPEHBZ-ThBS CMP organic anode",stated,The fabricated full cell (TPEHBZ-ThBS CMP|1 M LiPF6|NMC811)
v6-B2-10,1,PAPER 17,10.1039/d5ma00654f,temperature,not_reported,not_reported,no test temperature anywhere in the paper
v6-B2-10,1,PAPER 17,10.1039/d5ma00654f,electrolyte,1 M LiPF6 (solvent not_reported),not_reported,the cell is written only as 'TPEHBZ-ThBS CMP|1 M LiPF6|NMC811'; no solvent anywhere
v6-B4-03,1,PAPER 08,10.1155/er/8863976,capacity,156.38,stated,TABLE 2: Initial capacity of samples (mAh/g) in various C-rates ... Pristine NMC811 ... 156.38 ... NMC811@cPAN ... 152.84
v6-B4-03,1,PAPER 08,10.1155/er/8863976,material,NMC811 (pristine),stated,"/g) in various C-rates. Samples 0.1 C 0.2 C 0.5 C C 2 C ICE Pristine NMC811 214.08 202.47 186.72 175.31 156.38 84% NMC811@cPAN 227.27 208.38 190.06 173.96 152.84 92.3% 12 International Journal of Energy Research ijer, 2025, 1, Downloaded from https:/"
v6-B4-03,1,PAPER 08,10.1155/er/8863976,modification,none (pristine),stated,"/g) in various C-rates. Samples 0.1 C 0.2 C 0.5 C C 2 C ICE Pristine NMC811 214.08 202.47 186.72 175.31 156.38 84% NMC811@cPAN 227.27 208.38 190.06 173.96 152.84 92.3% 12 International Journal of Energy Research ijer, 2025, 1, Downloaded from https:/"
v6-B4-03,1,PAPER 08,10.1155/er/8863976,capacity_type,not_reported,not_reported,Table 2 'Initial capacity'; not labelled charge or discharge
v6-B4-03,1,PAPER 08,10.1155/er/8863976,cycle,initial at that rate (rate test),stated,Initial capacity of samples ... in various C-rates
v6-B4-03,1,PAPER 08,10.1155/er/8863976,c_rate,2C,stated,2: Initial capacity of samples (mAh/g) in various C-rates. Samples 0.1 C 0.2 C 0.5 C C 2 C ICE Pristine NMC811 214.08 202.47 186.72 175.31 156.38 84% NMC811@cPAN 227.27 208.38 190.06 173.96 152.84 92.3% 12 International Journal of Ene
v6-B4-03,1,PAPER 08,10.1155/er/8863976,voltage_window,2.8–4.3 V,stated_elsewhere,"rate capability ... studied at C-rates of 0.1, 0.2, 0.5, 1, and 2C within the voltage range from 2.8 to 4.3 V at 28°C"
v6-B4-03,1,PAPER 08,10.1155/er/8863976,cell_type,"half cell, Li metal",stated_elsewhere,"To assemble the LIB half-cells, the fab- ricated cathode electrodes were paired with lithium metal foil as the anode"
v6-B4-03,1,PAPER 08,10.1155/er/8863976,temperature,28 °C,stated_elsewhere,within the voltage range from 2.8 to 4.3 V at 28°C (Figure 8b)
v6-B4-03,1,PAPER 08,10.1155/er/8863976,electrolyte,1 M LiPF6 in EC/EMC/DEC 2:2:1 (wt) + 10 wt% FEC,stated_elsewhere,"The electrolyte used in the assembly was a 1M solution of lithium hexaﬂuorophosphate (LiPF6) dissolved in a solvent mixture of ethylene carbonate (EC), ethyl methyl carbonate (EMC), and diethyl carbonate (DEC) in a 2:2:1 weight ratio, with 10 wt% ﬂuoroethylene carbonate (FEC) additive"
v6-B4-03,2,PAPER 08,10.1155/er/8863976,capacity,152.84,stated,TABLE 2: Initial capacity of samples (mAh/g) in various C-rates ... Pristine NMC811 ... 156.38 ... NMC811@cPAN ... 152.84
v6-B4-03,2,PAPER 08,10.1155/er/8863976,material,NMC811@cPAN,stated,NMC811@cPAN
v6-B4-03,2,PAPER 08,10.1155/er/8863976,modification,PAN-derived carbon coating,stated,NMC811@cPAN
v6-B4-03,2,PAPER 08,10.1155/er/8863976,capacity_type,not_reported,not_reported,Table 2 'Initial capacity'; not labelled charge or discharge
v6-B4-03,2,PAPER 08,10.1155/er/8863976,cycle,initial at that rate (rate test),stated,Initial capacity of samples ... in various C-rates
v6-B4-03,2,PAPER 08,10.1155/er/8863976,c_rate,2C,stated,2: Initial capacity of samples (mAh/g) in various C-rates. Samples 0.1 C 0.2 C 0.5 C C 2 C ICE Pristine NMC811 214.08 202.47 186.72 175.31 156.38 84% NMC811@cPAN 227.27 208.38 190.06 173.96 152.84 92.3% 12 International Journal of Ene
v6-B4-03,2,PAPER 08,10.1155/er/8863976,voltage_window,2.8–4.3 V,stated_elsewhere,"rate capability ... studied at C-rates of 0.1, 0.2, 0.5, 1, and 2C within the voltage range from 2.8 to 4.3 V at 28°C"
v6-B4-03,2,PAPER 08,10.1155/er/8863976,cell_type,"half cell, Li metal",stated_elsewhere,"To assemble the LIB half-cells, the fab- ricated cathode electrodes were paired with lithium metal foil as the anode"
v6-B4-03,2,PAPER 08,10.1155/er/8863976,temperature,28 °C,stated_elsewhere,within the voltage range from 2.8 to 4.3 V at 28°C (Figure 8b)
v6-B4-03,2,PAPER 08,10.1155/er/8863976,electrolyte,1 M LiPF6 in EC/EMC/DEC 2:2:1 (wt) + 10 wt% FEC,stated_elsewhere,"The electrolyte used in the assembly was a 1M solution of lithium hexaﬂuorophosphate (LiPF6) dissolved in a solvent mixture of ethylene carbonate (EC), ethyl methyl carbonate (EMC), and diethyl carbonate (DEC) in a 2:2:1 weight ratio, with 10 wt% ﬂuoroethylene carbonate (FEC) additive"
v6-B1-03,1,PAPER 28,10.1002/cey2.70076,capacity,117.9,stated,"Even after 8000 cycles, the discharge capacity of the SPE-NCM811 cathode still remained at 117.9 mA h g–1"
v6-B1-03,1,PAPER 28,10.1002/cey2.70076,material,NCM811,stated,SPE-NCM811 cathode
v6-B1-03,1,PAPER 28,10.1002/cey2.70076,modification,SPE coating,stated,SPE-NCM811
v6-B1-03,1,PAPER 28,10.1002/cey2.70076,capacity_type,discharge,stated,the discharge capacity of the SPE-NCM811 cathode
v6-B1-03,1,PAPER 28,10.1002/cey2.70076,cycle,8000,stated,after 8000 cycles
v6-B1-03,1,PAPER 28,10.1002/cey2.70076,c_rate,30C,stated,after 8000 cycles at 30 C at 60°C
v6-B1-03,1,PAPER 28,10.1002/cey2.70076,voltage_window,not_reported,not_reported,"the only window sentence covers the 25 °C comparison, not the 60 °C tests"
v6-B1-03,1,PAPER 28,10.1002/cey2.70076,cell_type,all-solid-state cell with a Li–In alloy negative electrode,stated_elsewhere,"The electrochemical characterizations were performed on the NCM811/SSE/LiIn ASSLBs, which were fabricated using bare-/- SPE- NCM811 cathodes, LPSCl SE, and LiIn anode (Figure S9)."
v6-B1-03,1,PAPER 28,10.1002/cey2.70076,temperature,60 °C,stated,at 30 C at 60°C
v6-B1-03,1,PAPER 28,10.1002/cey2.70076,electrolyte,Li6PS5Cl (inorganic sulfide solid electrolyte),stated_elsewhere,"The electrochemical characterizations were performed on the NCM811/SSE/LiIn ASSLBs, which were fabricated using bare-/- SPE- NCM811 cathodes, LPSCl SE, and LiIn anode (Figure S9)."
v6-B2-06,1,PAPER 11,10.3390/mi15070894,capacity,158.74,stated,Table 1 ... Al2O3-Coated NCM811 ... 187.23 158.74 84.79 0.1413 4.4
v6-B2-06,1,PAPER 11,10.3390/mi15070894,material,NCM811,stated,Al2O3-Coated NCM811
v6-B2-06,1,PAPER 11,10.3390/mi15070894,modification,Al2O3 coating,stated,Al2O3-Coated NCM811
v6-B2-06,1,PAPER 11,10.3390/mi15070894,capacity_type,discharge,stated,ween 2.8 and 4.5 V. Sample 1st Discharge Capacity (mAh g−1) 150th Discharge Capacity (mAh g−1) Capacity Retention (%) Voltage Fading (V) Upper Cutoff Voltage (V) Pristine NCM811 179.46 147.51 82.00 0.0986 4.3 189.62 144.52 75.68 0.155
v6-B2-06,1,PAPER 11,10.3390/mi15070894,cycle,150,stated,150th Discharge Capacity
v6-B2-06,1,PAPER 11,10.3390/mi15070894,c_rate,1C,stated_elsewhere,Long-term cycling was conducted at 1 C for 150 cycles
v6-B2-06,1,PAPER 11,10.3390/mi15070894,voltage_window,2.8–4.4 V,stated_elsewhere,Upper Cutoff Voltage (V) ... 187.23 158.74 84.79 0.1413 4.4 ... followed by discharging to 2.8 V at the same rate as charging
v6-B2-06,1,PAPER 11,10.3390/mi15070894,cell_type,"half cell, Li foil",stated_elsewhere,Lithium foil served as the anode
v6-B2-06,1,PAPER 11,10.3390/mi15070894,temperature,25 °C,stated_elsewhere,cycling at 1 C across ... at 25 °C
v6-B2-06,1,PAPER 11,10.3390/mi15070894,electrolyte,1 M LiPF6 in EC:DEC 1:1,stated_elsewhere,The electrolyte used was 1 M LiPF6 dissolved in a 1:1 mixture of ethylene carbonate (EC) and diethyl carbonate (DEC)
v6-B1-12,1,PAPER 01,10.1007/s40820-026-02307-4,capacity,not_reported,not_reported,no capacity after 200 cycles; 'The high-mass-loading cell with the G-P3 AR exhibits 76.6% capacity retention after 200 cycles (Fig. S13)'
v6-B1-12,1,PAPER 01,10.1007/s40820-026-02307-4,material,"NCM811 (high mass loading, 2 mAh/cm2)",stated,cells with high-mass-loading NCM811 cathodes (area capacity of 2 mAh cm−2)
v6-B1-12,1,PAPER 01,10.1007/s40820-026-02307-4,modification,not_reported,not_reported,"no coating, dopant or other modification is named for this sample"
v6-B1-12,1,PAPER 01,10.1007/s40820-026-02307-4,capacity_type,retention only,stated,76.6% capacity retention
v6-B1-12,1,PAPER 01,10.1007/s40820-026-02307-4,cycle,200,stated,after 200 cycles
v6-B1-12,1,PAPER 01,10.1007/s40820-026-02307-4,c_rate,not_reported,not_reported,no rate given for this cell in the text (Fig. S13)
v6-B1-12,1,PAPER 01,10.1007/s40820-026-02307-4,voltage_window,cutoff 4.3 V (lower cutoff not given),stated_elsewhere,LMBs with NCM811 cathodes were assembled and evaluated at 25 °C with a cutoff voltage of 4.3 V
v6-B1-12,1,PAPER 01,10.1007/s40820-026-02307-4,cell_type,"half cell, Li metal (Li|G-P3 AR|NCM811)",stated_elsewhere,"Thus, LMBs with NCM811 cathodes were assembled and evaluated at 25 °C with a cutoff volt- age of 4.3 V. ... cells with high-mass-loading NCM811 cathodes (area capacity of 2 mAh cm−2) were assembled"
v6-B1-12,1,PAPER 01,10.1007/s40820-026-02307-4,temperature,25 °C,stated_elsewhere,evaluated at 25 °C with a cutoff voltage of 4.3 V
v6-B1-12,1,PAPER 01,10.1007/s40820-026-02307-4,electrolyte,in-situ polymerised gel polymer electrolyte G-P3 AR,stated,The high- mass-loading cell with the G-P3 AR exhibits 76.6% capacity retention after 200 cycles
